SaleID,SaleDate,Region,ProductCategory,Revenue,Cost,SalesPersonID,CustomerType,Profit
10970,2024-10-19,Asia,Software,4838.87,1562.06,5,Individual,3276.81
10971,2024-02-17,LATAM,Service,3491.32,560.63,2,Enterprise,2930.69
10972,2024-06-13,Asia,Software,1331.46,925.62,17,Enterprise,405.84000000000003
10973,2024-02-11,North America,Hardware,4557.42,345.76,17,SMB,4211.66
10974,2024-08-30,North America,Hardware,1540.75,1371.96,20,SMB,168.78999999999996
10975,2024-02-02,North America,Software,1920.86,1470.13,15,Enterprise,450.7299999999998
10976,2024-04-02,Europe,Service,600.41,755.3,4,SMB,-154.89
10977,2024-11-16,North America,Hardware,4509.84,1580.26,11,Individual,2929.58
10978,2024-04-21,Europe,Software,1501.95,517.82,1,Enterprise,984.13
10979,2024-08-01,Europe,Hardware,1368.7,1399.21,10,Enterprise,-30.50999999999999
10980,2024-04-10,North America,Hardware,4609.29,1473.43,18,Individual,3135.8599999999997
10981,2024-10-17,Asia,Hardware,4047.08,1938.88,15,Individual,2108.2
10982,2024-08-07,North America,Service,791.29,503.03,19,SMB,288.26
10983,2024-08-22,North America,Software,3869.69,232.74,4,Enterprise,3636.95
10984,2024-08-03,Asia,Software,4573.86,562.92,6,Individual,4010.9399999999996
10985,2024-02-20,Europe,Software,484.7,289.58,2,SMB,195.12
10986,2024-07-08,Asia,Software,4143.55,380.9,13,SMB,3762.65
10987,2024-02-03,Europe,Software,2782.36,701.52,2,Enterprise,2080.84
10988,2024-04-28,North America,Service,3379.07,857.28,13,Enterprise,2521.79
10989,2024-05-31,Asia,Hardware,2514.99,1812.26,15,SMB,702.7299999999998
10990,2024-04-13,Asia,Hardware,3519.24,431.45,18,Enterprise,3087.79
10991,2024-12-18,Asia,Hardware,267.08,1944.93,11,Enterprise,-1677.8500000000001
10992,2024-05-08,North America,Service,3837.26,1629.8,5,Enterprise,2207.46
10993,2024-09-06,Europe,Software,263.38,1768.87,14,Individual,-1505.4899999999998
10994,2024-12-14,Europe,Service,2330.97,1862.42,16,Individual,468.5499999999997
10995,2024-07-15,North America,Software,839.73,1518.82,14,Enterprise,-679.0899999999999
10996,2024-12-06,LATAM,Service,4135.51,1588.12,9,Enterprise,2547.3900000000003
10997,2024-12-06,North America,Hardware,1636.94,903.75,6,Individual,733.19
10998,2024-05-06,LATAM,Software,2325.06,1045.38,9,Enterprise,1279.6799999999998
10999,2024-05-10,Europe,Hardware,2200.88,1868.35,5,Individual,332.5300000000002
11000,2024-04-14,North America,Hardware,3885.26,787.6,11,Enterprise,3097.6600000000003
11001,2024-10-21,Europe,Software,2457.61,131.8,12,Enterprise,2325.81
11002,2024-09-06,LATAM,Hardware,3965.9,1537.37,17,SMB,2428.53
11003,2024-10-06,Asia,Software,460.19,1167.66,6,Individual,-707.47
11004,2024-05-01,Asia,Software,1038.81,1639.01,20,Enterprise,-600.2
11005,2024-05-08,Asia,Service,2802.52,197.32,6,Individual,2605.2
11006,2024-05-08,Asia,Hardware,4740.73,1261.4,15,Enterprise,3479.3299999999995
11007,2024-06-13,Asia,Service,466.31,533.03,17,SMB,-66.71999999999997
11008,2024-11-22,North America,Hardware,311.11,1811.37,3,Enterprise,-1500.2599999999998
11009,2024-08-28,Europe,Software,867.1,264.32,19,SMB,602.78
11010,2024-10-30,North America,Hardware,3241.65,1693.99,2,SMB,1547.66
11011,2024-06-29,LATAM,Hardware,2055.07,222.68,9,SMB,1832.39
11012,2024-05-23,LATAM,Service,4145.21,98.94,9,SMB,4046.27
11013,2024-10-09,North America,Software,452.47,508.37,7,SMB,-55.89999999999998
11014,2024-09-09,Asia,Service,1062.43,699.44,16,Individual,362.99
11015,2024-05-22,LATAM,Service,1570.13,1271.73,6,Individual,298.4000000000001
11016,2024-01-22,North America,Hardware,3170.98,306.86,9,SMB,2864.12
11017,2024-12-12,Europe,Service,3457.35,902.79,13,Enterprise,2554.56
11018,2024-08-21,LATAM,Software,708.6,448.31,2,Enterprise,260.29
11019,2024-09-07,North America,Service,4724.64,1717.84,14,SMB,3006.8
11020,2024-12-17,Asia,Hardware,1771.12,137.68,5,SMB,1633.4399999999998
11021,2024-05-01,North America,Software,3594.53,744.08,11,SMB,2850.4500000000003
11022,2024-08-27,LATAM,Service,2668.62,1281.18,15,Individual,1387.4399999999998
11023,2024-08-04,LATAM,Software,1191.51,1830.52,6,Individual,-639.01
11024,2024-01-07,LATAM,Software,4246.52,1742.59,6,Enterprise,2503.9300000000003
11025,2024-02-26,Europe,Hardware,4109.37,1795.62,16,Individual,2313.75
11026,2024-08-26,LATAM,Software,2040.75,172.56,20,Enterprise,1868.19
11027,2024-02-14,Asia,Software,2984.18,1689.8,4,SMB,1294.3799999999999
11028,2024-07-01,North America,Service,1363.35,1570.83,5,Individual,-207.48000000000002
11029,2024-05-14,Asia,Software,3480.27,1809.74,6,SMB,1670.53
11030,2024-04-16,North America,Software,1614.23,657.57,13,Individual,956.66
11031,2024-08-11,Europe,Software,4235.99,1827.94,14,Enterprise,2408.0499999999997
11032,2024-11-17,North America,Software,1165.19,835.15,13,Enterprise,330.0400000000001
11033,2024-03-02,North America,Hardware,172.54,1286.49,10,Enterprise,-1113.95
11034,2024-06-01,North America,Hardware,1415.69,877.15,17,Individual,538.5400000000001
11035,2024-08-22,Asia,Service,1036.16,883.91,18,SMB,152.2500000000001
11036,2024-09-21,North America,Hardware,2590.6,1115.94,7,SMB,1474.6599999999999
11037,2024-03-29,Asia,Software,1098.15,744.06,4,Individual,354.09000000000015
11038,2024-02-05,North America,Service,3839.63,1595.84,16,Individual,2243.79
11039,2024-10-18,North America,Hardware,1282.72,1285.6,10,Individual,-2.8799999999998818
11040,2024-02-08,Europe,Hardware,3564.14,1395.02,20,Enterprise,2169.12
11041,2024-06-23,Asia,Hardware,2934.51,500.52,19,Enterprise,2433.9900000000002
11042,2024-09-14,North America,Service,4932.62,1940.67,3,Enterprise,2991.95
11043,2024-06-02,Europe,Hardware,4999.51,1337.34,19,SMB,3662.17
11044,2024-06-30,LATAM,Software,4360.68,434.53,13,Individual,3926.1500000000005
11045,2024-06-17,Europe,Hardware,3823.92,1513.46,8,Individual,2310.46
11046,2024-09-06,North America,Software,1993.64,388.74,18,Individual,1604.9
11047,2024-12-10,North America,Software,3791.06,173.6,19,Enterprise,3617.46
11048,2024-01-13,LATAM,Software,4787.71,1078.73,18,Enterprise,3708.98
11049,2024-06-22,North America,Software,214.55,1129.37,19,Individual,-914.8199999999999
11050,2024-06-24,LATAM,Software,2735.78,418.48,4,Individual,2317.3
11051,2024-04-23,Europe,Software,1168.19,729.34,13,Individual,438.85
11052,2024-04-21,LATAM,Hardware,2833.59,1894.25,12,Enterprise,939.3400000000001
11053,2024-11-23,Asia,Service,2385.59,605.76,15,Individual,1779.8300000000002
11054,2024-03-04,LATAM,Service,2921.27,353.36,15,SMB,2567.91
11055,2024-05-19,Europe,Software,2799.71,1985.5,10,Enterprise,814.21
11056,2024-10-14,Asia,Hardware,4804.52,639.5,19,SMB,4165.02
11057,2024-05-18,Europe,Service,2805.71,1376.49,8,Individual,1429.22
11058,2024-05-23,Europe,Software,4246.54,501.54,19,Enterprise,3745.0
11059,2024-02-28,Europe,Hardware,1667.12,1122.74,9,SMB,544.3799999999999
11060,2024-04-09,LATAM,Hardware,2246.69,803.25,7,Enterprise,1443.44
11061,2024-04-28,LATAM,Software,2405.03,1925.08,8,SMB,479.9500000000003
11062,2024-07-19,Asia,Service,1465.77,893.97,9,SMB,571.8
11063,2024-12-04,Europe,Service,1960.97,1189.14,17,SMB,771.8299999999999
11064,2024-09-01,Europe,Software,3032.71,1892.29,15,Enterprise,1140.42
11065,2024-05-08,Asia,Software,2942.92,1979.01,16,SMB,963.9100000000001
11066,2024-01-24,North America,Software,3218.53,248.23,7,SMB,2970.3
11067,2024-01-25,North America,Software,1823.91,1676.93,10,SMB,146.98000000000002
11068,2024-11-17,Europe,Hardware,1647.57,795.13,19,SMB,852.4399999999999
11069,2024-03-14,North America,Hardware,3096.93,1209.92,6,SMB,1887.0099999999998
11070,2024-07-23,North America,Software,751.02,781.34,12,Enterprise,-30.32000000000005
11071,2024-06-16,North America,Service,1339.85,832.18,15,Enterprise,507.66999999999996
11072,2024-03-01,North America,Software,306.43,359.77,10,Individual,-53.339999999999975
11073,2024-05-09,North America,Software,455.79,1166.89,18,SMB,-711.1000000000001
11074,2024-01-25,LATAM,Software,1292.58,1116.1,4,Individual,176.48000000000002
11075,2024-10-04,Europe,Hardware,195.69,419.24,11,SMB,-223.55
11076,2024-04-29,Europe,Software,1302.51,1106.37,5,SMB,196.1400000000001
11077,2024-03-07,Asia,Software,3309.38,1947.55,13,SMB,1361.8300000000002
11078,2024-11-30,North America,Software,399.42,1443.1,10,SMB,-1043.6799999999998
11079,2024-01-02,LATAM,Service,2240.01,987.92,7,Enterprise,1252.0900000000001
11080,2024-07-04,Asia,Service,4574.23,1836.36,11,Individual,2737.87
11081,2024-06-29,North America,Software,3977.3,1171.86,4,Individual,2805.4400000000005
11082,2024-04-17,Europe,Software,1596.64,313.34,4,Individual,1283.3000000000002
11083,2024-07-14,LATAM,Hardware,4631.55,1117.64,5,Individual,3513.91
11084,2024-08-19,LATAM,Hardware,1715.27,402.9,9,Enterprise,1312.37
11085,2024-02-24,Europe,Software,455.33,1546.63,1,Enterprise,-1091.3000000000002
11086,2024-12-13,Europe,Service,4970.87,1935.99,16,Individual,3034.88
11087,2024-06-28,North America,Hardware,4363.11,753.6,5,Individual,3609.5099999999998
11088,2024-01-16,LATAM,Software,2383.07,898.09,5,SMB,1484.98
11089,2024-11-30,North America,Hardware,3365.24,871.92,7,Enterprise,2493.3199999999997
11090,2024-09-06,LATAM,Service,3389.02,606.33,8,Enterprise,2782.69
11091,2024-07-24,Europe,Hardware,1052.96,1598.65,19,Enterprise,-545.69
11092,2024-12-10,Europe,Software,1080.24,1254.57,1,Individual,-174.32999999999993
11093,2024-02-16,Europe,Software,2400.95,174.9,18,Enterprise,2226.0499999999997
11094,2024-07-25,North America,Software,4566.71,1685.67,11,Individual,2881.04
11095,2024-05-13,North America,Software,148.97,414.82,16,Individual,-265.85
11096,2024-10-23,North America,Hardware,3934.28,1959.34,11,SMB,1974.9400000000003
11097,2024-02-16,North America,Service,381.88,784.49,9,SMB,-402.61
11098,2024-07-04,Asia,Hardware,2443.29,1252.08,7,SMB,1191.21
11099,2024-12-16,Europe,Service,3225.58,201.76,15,Individual,3023.8199999999997
11100,2024-03-08,North America,Software,3465.12,722.09,11,SMB,2743.0299999999997
11101,2024-03-17,LATAM,Service,386.55,1614.59,19,Enterprise,-1228.04
11102,2024-10-09,LATAM,Hardware,2151.16,980.56,7,Enterprise,1170.6
11103,2024-08-25,LATAM,Software,2960.8,1813.98,16,Individual,1146.8200000000002
11104,2024-11-16,LATAM,Hardware,423.62,1171.52,3,SMB,-747.9
11105,2024-11-14,North America,Software,761.96,1860.72,16,SMB,-1098.76
11106,2024-09-18,Europe,Hardware,3351.88,1966.09,8,SMB,1385.7900000000002
11107,2024-03-26,Asia,Hardware,2656.03,935.09,10,Enterprise,1720.94
11108,2024-04-30,Asia,Software,892.96,1152.06,9,SMB,-259.0999999999999
11109,2024-03-14,North America,Hardware,2722.67,1678.1,3,Individual,1044.5700000000002
11110,2024-11-12,Asia,Hardware,4572.19,481.99,7,SMB,4090.2
11111,2024-01-10,North America,Software,176.38,1730.18,8,Enterprise,-1553.8000000000002
11112,2024-05-29,North America,Software,3248.91,1204.24,3,Individual,2044.6699999999998
11113,2024-11-20,Europe,Software,460.89,1464.73,16,Enterprise,-1003.84
11114,2024-03-28,Europe,Hardware,131.6,205.72,14,SMB,-74.12
11115,2024-02-14,Europe,Service,838.21,1544.07,7,Individual,-705.8599999999999
11116,2024-07-19,North America,Service,2172.24,656.03,4,SMB,1516.2099999999998
11117,2024-11-04,LATAM,Hardware,4031.49,1620.2,6,SMB,2411.29
11118,2024-02-20,North America,Hardware,1480.75,1042.85,7,SMB,437.9000000000001
11119,2024-05-16,North America,Software,3165.8,585.5,12,SMB,2580.3
11120,2024-11-12,LATAM,Hardware,2114.67,1907.88,7,Enterprise,206.78999999999996
11121,2024-06-08,LATAM,Software,1248.23,1541.87,1,Enterprise,-293.6399999999999
11122,2024-10-07,LATAM,Software,2619.81,1972.09,18,Enterprise,647.72
11123,2024-01-27,Asia,Hardware,4007.58,760.72,11,SMB,3246.8599999999997
11124,2024-08-16,Asia,Software,4179.21,1315.98,11,Enterprise,2863.23
11125,2024-06-02,Europe,Hardware,4247.95,1242.6,17,SMB,3005.35
11126,2024-01-13,North America,Service,1758.93,1390.74,12,SMB,368.19000000000005
11127,2024-07-21,Europe,Software,3987.93,124.72,19,SMB,3863.21
11128,2024-01-19,Europe,Software,1139.67,618.85,18,Enterprise,520.82
11129,2024-04-07,North America,Service,3718.28,1823.21,13,Enterprise,1895.0700000000002
11130,2024-12-26,Asia,Hardware,4747.08,876.45,10,SMB,3870.63
11131,2024-10-16,Europe,Software,167.34,1923.26,19,Individual,-1755.92
11132,2024-01-15,North America,Software,2257.78,466.33,4,SMB,1791.4500000000003
11133,2024-07-11,North America,Hardware,3274.08,1994.98,15,Individual,1279.1
11134,2024-11-22,Asia,Hardware,3538.7,1410.28,18,SMB,2128.42
11135,2024-07-01,North America,Software,962.83,1563.97,1,Enterprise,-601.14
11136,2024-07-27,LATAM,Software,4863.7,823.88,19,Enterprise,4039.8199999999997
11137,2024-06-14,Europe,Service,3114.8,1818.67,2,Enterprise,1296.13
11138,2024-05-02,Europe,Hardware,905.27,1113.65,10,SMB,-208.3800000000001
11139,2024-01-15,Europe,Service,200.56,1377.83,18,Enterprise,-1177.27
11140,2024-07-18,Asia,Hardware,3937.99,234.88,4,Individual,3703.1099999999997
11141,2024-09-17,North America,Service,490.55,1281.78,10,Individual,-791.23
11142,2024-12-11,Asia,Software,791.15,1764.2,4,SMB,-973.0500000000001
11143,2024-04-17,Europe,Hardware,2916.67,397.65,18,SMB,2519.02
11144,2024-12-24,North America,Software,3057.18,1488.57,20,SMB,1568.61
11145,2024-06-20,LATAM,Hardware,3465.75,99.53,4,SMB,3366.22
11146,2024-12-14,Asia,Software,2028.22,1856.1,15,SMB,172.12000000000012
11147,2024-09-09,Asia,Software,3892.1,1966.69,18,SMB,1925.4099999999999
11148,2024-01-11,LATAM,Service,4874.36,740.65,9,Individual,4133.71
11149,2024-03-01,LATAM,Service,1428.37,258.79,20,Enterprise,1169.58
11150,2024-05-26,Asia,Software,3544.84,1334.22,17,Individual,2210.62
11151,2024-06-19,Asia,Hardware,4649.5,108.18,3,Individual,4541.32
11152,2024-06-13,Asia,Software,3462.81,990.85,13,Enterprise,2471.96
11153,2024-10-17,Asia,Software,3437.44,579.97,7,Enterprise,2857.4700000000003
11154,2024-03-08,Europe,Service,1196.49,973.01,14,Individual,223.48000000000002
11155,2024-08-15,Asia,Software,2722.14,85.64,6,Enterprise,2636.5
11156,2024-10-08,North America,Service,2856.36,150.64,14,Enterprise,2705.7200000000003
11157,2024-11-08,LATAM,Software,3530.63,81.15,14,Individual,3449.48
11158,2024-04-13,LATAM,Hardware,4984.43,1257.31,14,SMB,3727.1200000000003
11159,2024-06-17,North America,Hardware,264.85,1142.18,20,Enterprise,-877.33
11160,2024-03-27,Asia,Software,419.64,504.66,18,SMB,-85.02000000000004
11161,2024-04-13,North America,Software,481.96,1310.95,9,Individual,-828.99
11162,2024-05-08,North America,Service,3740.6,1774.2,12,Individual,1966.3999999999999
11163,2024-02-09,Asia,Hardware,768.13,590.78,14,Enterprise,177.35000000000002
11164,2024-04-05,North America,Software,3150.01,1672.39,16,Enterprise,1477.6200000000001
11165,2024-11-28,Asia,Hardware,1690.88,1341.89,2,Individual,348.99
11166,2024-07-12,Asia,Software,2340.87,115.95,16,Enterprise,2224.92
11167,2024-08-08,Europe,Software,1156.75,781.54,18,Individual,375.21000000000004
11168,2024-11-13,North America,Software,4343.92,1040.13,9,Enterprise,3303.79
11169,2024-05-28,North America,Software,2972.14,1476.81,8,Individual,1495.33
11170,2024-07-08,Europe,Service,4728.36,609.9,1,Enterprise,4118.46
11171,2024-10-21,LATAM,Hardware,2915.52,1966.32,5,Enterprise,949.2
11172,2024-11-21,Europe,Service,707.15,1384.85,7,SMB,-677.6999999999999
11173,2024-06-08,North America,Hardware,937.27,776.99,10,SMB,160.27999999999997
11174,2024-12-08,Europe,Service,4946.46,239.2,11,Individual,4707.26
11175,2024-07-22,Europe,Hardware,3655.27,403.67,12,Enterprise,3251.6
11176,2024-12-24,Asia,Hardware,341.47,1000.84,1,Enterprise,-659.37
11177,2024-12-12,North America,Service,3548.53,1014.66,6,Enterprise,2533.8700000000003
11178,2024-09-09,Asia,Hardware,2119.65,1547.05,4,SMB,572.6000000000001
11179,2024-09-14,Europe,Software,1605.32,1466.04,3,Enterprise,139.27999999999997
11180,2024-04-21,LATAM,Hardware,854.9,442.48,4,SMB,412.41999999999996
11181,2024-07-06,North America,Service,4215.53,1210.17,6,Individual,3005.3599999999997
11182,2024-07-18,Europe,Hardware,412.82,90.21,5,Enterprise,322.61
11183,2024-10-15,LATAM,Hardware,1520.19,827.17,9,Individual,693.0200000000001
11184,2024-05-10,North America,Hardware,1601.28,1540.01,4,Enterprise,61.26999999999998
11185,2024-10-07,LATAM,Service,888.44,829.04,14,SMB,59.40000000000009
11186,2024-02-17,Asia,Software,2590.11,1679.41,15,Individual,910.7
11187,2024-03-17,North America,Hardware,157.34,1953.5,4,SMB,-1796.16
11188,2024-11-17,North America,Software,1574.78,1234.06,14,Enterprise,340.72
11189,2024-11-23,Asia,Hardware,4674.78,332.76,10,SMB,4342.0199999999995
11190,2024-01-08,North America,Hardware,1621.59,790.37,7,Enterprise,831.2199999999999
11191,2024-12-26,Europe,Software,1866.25,68.49,18,SMB,1797.76
11192,2024-05-02,North America,Software,2418.51,1225.32,20,Individual,1193.1900000000003
11193,2024-05-27,Europe,Hardware,2852.3,1652.06,15,Individual,1200.2400000000002
11194,2024-05-23,North America,Software,4062.67,1278.38,8,Individual,2784.29
11195,2024-03-16,LATAM,Software,1032.57,1582.87,9,SMB,-550.3
11196,2024-12-18,LATAM,Service,4371.56,1609.81,5,Enterprise,2761.7500000000005
11197,2024-09-13,LATAM,Software,3811.99,1709.47,6,Individual,2102.5199999999995
11198,2024-09-10,Asia,Software,3640.99,569.99,12,SMB,3071.0
11199,2024-06-05,North America,Service,525.34,1748.97,7,SMB,-1223.63
11200,2024-08-31,Asia,Software,206.04,1325.48,7,SMB,-1119.44
11201,2024-09-04,North America,Software,3010.66,614.96,15,Enterprise,2395.7
11202,2024-11-12,North America,Hardware,4329.36,1975.22,19,Individual,2354.1399999999994
11203,2024-03-26,North America,Hardware,2963.76,1902.86,13,Enterprise,1060.9000000000003
11204,2024-06-03,Europe,Service,1144.85,1170.16,18,Enterprise,-25.310000000000173
11205,2024-01-04,Asia,Service,543.55,1694.26,10,Individual,-1150.71
11206,2024-06-26,Asia,Hardware,3528.02,559.91,8,Enterprise,2968.11
11207,2024-12-16,Europe,Software,3636.67,861.27,11,Enterprise,2775.4
11208,2024-11-18,North America,Software,945.41,408.74,8,SMB,536.67
11209,2024-04-28,LATAM,Software,238.13,1064.2,8,SMB,-826.07
11210,2024-04-28,Europe,Software,2100.59,1017.2,15,SMB,1083.39
11211,2024-08-20,Europe,Hardware,2955.32,464.99,2,Individual,2490.33
11212,2024-08-19,North America,Hardware,3559.41,1361.96,20,Individual,2197.45
11213,2024-10-24,Asia,Software,4068.73,279.69,13,SMB,3789.04
11214,2024-08-13,Asia,Service,3091.63,170.3,18,SMB,2921.33
11215,2024-11-14,North America,Software,643.31,800.56,12,Individual,-157.25
11216,2024-02-07,North America,Software,3444.65,849.16,8,Enterprise,2595.4900000000002
11217,2024-04-13,Asia,Hardware,4922.47,673.49,17,SMB,4248.9800000000005
11218,2024-06-05,Asia,Software,4537.36,553.0,6,SMB,3984.3599999999997
11219,2024-06-07,North America,Software,4371.18,710.61,16,SMB,3660.57
11220,2024-04-02,LATAM,Software,1580.63,368.58,14,Enterprise,1212.0500000000002
11221,2024-04-18,North America,Software,3778.86,836.73,10,SMB,2942.13
11222,2024-07-19,Europe,Hardware,4270.41,1813.98,2,Enterprise,2456.43
11223,2024-07-07,LATAM,Service,3423.8,487.63,13,Individual,2936.17
11224,2024-01-12,Europe,Software,1327.75,1384.68,1,SMB,-56.930000000000064
11225,2024-09-21,Europe,Software,4773.79,326.48,18,SMB,4447.3099999999995
11226,2024-02-28,Europe,Hardware,2309.02,740.12,14,SMB,1568.9
11227,2024-04-14,North America,Service,736.05,676.29,3,Enterprise,59.75999999999999
11228,2024-09-13,LATAM,Software,637.91,1877.21,15,Enterprise,-1239.3000000000002
11229,2024-01-12,Europe,Software,3272.84,884.57,9,SMB,2388.27
11230,2024-12-26,LATAM,Hardware,2244.78,1396.41,13,SMB,848.3700000000001
11231,2024-03-30,North America,Hardware,562.97,1224.8,5,Individual,-661.8299999999999
11232,2024-05-17,North America,Software,3727.79,325.01,5,Individual,3402.7799999999997
11233,2024-06-08,North America,Hardware,4016.69,1882.1,2,SMB,2134.59
11234,2024-01-09,Asia,Software,3654.54,724.45,1,SMB,2930.09
11235,2024-03-23,Europe,Hardware,1091.08,137.28,17,Enterprise,953.8
11236,2024-11-02,LATAM,Hardware,3479.9,635.87,19,SMB,2844.03
11237,2024-06-05,Europe,Service,152.54,704.49,17,SMB,-551.95
11238,2024-03-17,LATAM,Software,1595.05,230.85,9,Individual,1364.2
11239,2024-01-09,North America,Software,2054.23,1258.96,10,SMB,795.27
11240,2024-02-10,LATAM,Software,4192.71,726.19,15,Individual,3466.52
11241,2024-12-21,Asia,Service,2012.93,1276.81,13,Enterprise,736.1200000000001
11242,2024-04-03,Asia,Software,155.22,63.14,17,SMB,92.08
11243,2024-07-26,Asia,Software,1826.5,1964.99,7,Enterprise,-138.49
11244,2024-12-07,Asia,Software,2544.73,382.51,4,Enterprise,2162.2200000000003
11245,2024-12-06,Europe,Hardware,4750.12,1335.7,3,SMB,3414.42
11246,2024-03-24,North America,Software,4711.07,1445.78,1,SMB,3265.29
11247,2024-09-29,North America,Software,986.28,384.64,7,Enterprise,601.64
11248,2024-06-06,LATAM,Software,1007.22,267.84,5,Enterprise,739.3800000000001
11249,2024-01-02,Europe,Service,900.57,347.53,17,Enterprise,553.0400000000001
11250,2024-09-07,Asia,Hardware,3965.72,531.3,17,SMB,3434.42
11251,2024-05-07,Europe,Hardware,129.51,378.05,15,Individual,-248.54000000000002
11252,2024-07-16,North America,Service,723.17,1364.3,3,Enterprise,-641.13
11253,2024-09-18,North America,Service,2736.0,870.62,3,Enterprise,1865.38
11254,2024-04-13,Asia,Software,1313.05,1098.69,2,Enterprise,214.3599999999999
11255,2024-07-02,Europe,Service,552.55,142.31,8,SMB,410.23999999999995
11256,2024-10-07,North America,Software,1863.4,1729.44,13,Individual,133.96000000000004
11257,2024-07-14,Europe,Software,1443.62,382.61,6,SMB,1061.0099999999998
11258,2024-04-13,North America,Service,2604.41,752.3,5,Individual,1852.11
11259,2024-12-23,Europe,Software,4898.24,190.21,13,Enterprise,4708.03
11260,2024-07-09,North America,Software,709.09,316.75,1,Individual,392.34000000000003
11261,2024-05-05,Asia,Software,1926.36,1348.31,18,Individual,578.05
11262,2024-12-19,North America,Hardware,4666.73,1400.54,7,Enterprise,3266.1899999999996
11263,2024-08-29,Europe,Software,4396.68,1370.08,17,Individual,3026.6000000000004
11264,2024-06-24,North America,Hardware,2031.93,1126.67,8,Individual,905.26
11265,2024-06-14,North America,Service,3524.87,1907.42,19,SMB,1617.4499999999998
11266,2024-03-14,Europe,Hardware,530.5,1039.0,16,SMB,-508.5
11267,2024-06-08,Europe,Software,3591.45,926.35,14,Enterprise,2665.1
11268,2024-05-09,Europe,Service,4867.0,532.71,20,Individual,4334.29
11269,2024-07-05,North America,Software,2733.69,242.76,10,Enterprise,2490.9300000000003
11270,2024-10-22,Asia,Software,2542.6,1118.9,2,SMB,1423.6999999999998
11271,2024-05-18,LATAM,Software,1017.86,664.04,16,Enterprise,353.82000000000005
11272,2024-05-20,Asia,Hardware,3205.56,1071.85,13,SMB,2133.71
11273,2024-07-03,North America,Software,2993.14,451.93,5,Enterprise,2541.21
11274,2024-10-24,Europe,Software,3294.47,1684.44,18,SMB,1610.0299999999997
11275,2024-12-03,North America,Software,227.81,1999.41,20,Enterprise,-1771.6000000000001
11276,2024-08-13,North America,Software,2788.75,678.69,11,Individual,2110.06
11277,2024-06-06,LATAM,Hardware,3015.18,1692.54,5,Enterprise,1322.6399999999999
11278,2024-04-16,North America,Service,1116.9,1752.32,13,SMB,-635.4199999999998
11279,2024-04-05,Europe,Hardware,1120.83,1992.34,1,Enterprise,-871.51
11280,2024-08-28,Europe,Software,1453.47,718.3,6,SMB,735.1700000000001
11281,2024-06-16,Asia,Software,3587.44,1524.28,11,Individual,2063.16
11282,2024-11-12,Europe,Service,3070.7,496.18,10,Enterprise,2574.52
11283,2024-10-08,North America,Software,4244.24,1268.35,1,Individual,2975.89
11284,2024-04-06,North America,Service,1548.73,1424.44,16,Individual,124.28999999999996
11285,2024-11-05,Europe,Software,4569.13,1495.19,13,SMB,3073.94
11286,2024-06-01,North America,Service,3744.16,453.99,16,Individual,3290.17
11287,2024-11-14,Europe,Software,2035.56,1705.01,15,SMB,330.54999999999995
11288,2024-08-12,North America,Software,566.78,870.9,7,Enterprise,-304.12
11289,2024-05-05,North America,Hardware,1359.22,471.92,14,SMB,887.3
11290,2024-07-15,Europe,Hardware,4788.16,1107.94,11,SMB,3680.22
11291,2024-12-03,North America,Software,1620.78,1733.55,13,Enterprise,-112.76999999999998
11292,2024-12-16,Europe,Hardware,1716.51,1935.82,5,SMB,-219.30999999999995
11293,2024-10-04,Asia,Hardware,1028.99,1509.01,18,SMB,-480.02
11294,2024-05-02,Asia,Software,4053.57,60.96,3,SMB,3992.61
11295,2024-08-02,North America,Software,1450.66,312.67,12,Enterprise,1137.99
11296,2024-09-30,North America,Software,1718.27,198.73,7,SMB,1519.54
11297,2024-02-09,North America,Software,2130.31,247.37,20,Enterprise,1882.94
11298,2024-12-28,Europe,Hardware,2225.27,796.92,15,Enterprise,1428.35
11299,2024-10-14,Asia,Software,2115.57,710.06,1,Enterprise,1405.5100000000002
11300,2024-12-29,North America,Software,2568.34,271.69,19,SMB,2296.65
11301,2024-04-13,LATAM,Software,4091.11,1770.36,10,Enterprise,2320.75
11302,2024-06-07,North America,Hardware,4114.5,1250.08,14,Enterprise,2864.42
11303,2024-09-28,Europe,Software,4011.73,1603.1,15,Enterprise,2408.63
11304,2024-08-10,Asia,Software,595.51,774.52,2,Enterprise,-179.01
11305,2024-04-06,LATAM,Software,4018.43,849.96,17,SMB,3168.47
11306,2024-05-20,Asia,Service,689.23,669.36,10,Enterprise,19.870000000000005
11307,2024-11-07,Asia,Software,711.15,904.93,5,SMB,-193.77999999999997
11308,2024-07-25,North America,Hardware,4744.53,1240.24,6,SMB,3504.29
11309,2024-03-24,Asia,Software,4115.05,1011.32,6,SMB,3103.73
11310,2024-07-23,North America,Software,2806.81,1683.94,6,Individual,1122.87
11311,2024-05-31,LATAM,Hardware,4387.35,1805.27,14,Enterprise,2582.0800000000004
11312,2024-12-27,Europe,Software,4947.89,965.88,13,Individual,3982.01
11313,2024-08-28,Asia,Service,3092.15,517.51,13,Individual,2574.6400000000003
11314,2024-06-09,Europe,Service,3103.2,1893.13,10,Individual,1210.0699999999997
11315,2024-10-15,Europe,Hardware,3796.69,1483.33,16,SMB,2313.36
11316,2024-10-13,Europe,Hardware,1237.48,1298.25,7,Enterprise,-60.76999999999998
